working_capacity_0,working_capacity_1,working_capacity_2,working_capacity_3,fish_production_capacity_0,fish_production_capacity_1,crop_production_capacity_0,crop_production_capacity_1,crop_production_capacity_2,meat_production_capacity_0,meat_production_capacity_1,biodiversity_0,biodiversity_1,abiotic_resources_0,abiotic_resources_1,water_production_capacity_(drinking_water_&_irrigation_water)_0,water_production_capacity_(drinking_water_&_irrigation_water)_1,water_production_capacity_(drinking_water_&_irrigation_water)_2,Year,Company Name,target
1,72,40.0,536.0,5,664.0,2,4.0,426.0,45,73.0,1,97.0,26.0,575.0,5,46.0,802.0,2018,ISETAN MITSUKOSHI HOLDINGS LIMITED,-0.0941
1,34,48.0,921.0,2,343.0,1,45.0,183.0,31,117.0,448,418.64977022698787,31.0,13.0,28,2.0,470.0,2018,CHOW TAI FOOK JEWELLERY GROUP LTD,-0.024399999999999998
1,50,49.0,670.0,3,686.0,1,98.0,427.0,46,243.0,672,418.64977022698787,7.0,201.0,1,52.0,211.0,2018,NEXT PLC,-0.0159
1,46,40.0,889.0,4,636.0,1,76.0,109.0,39,152.0,893,418.64977022698787,19.0,888.0,3,87.0,13.0,2018,"TAKASHIMAYA CO.,LTD ",-0.0478
1,35,64.0,682.0,3,91.0,1,79.0,811.0,42,70.0,563,418.64977022698787,4.0,845.0,73,978.0,333.03157793395593,2018,MR PRICE GROUP LTD,-0.0535
1,31,86.0,9.0,2,938.0,1,68.0,391.0,39,416.0,537,418.64977022698787,5.0,6.0,82,754.0,333.03157793395593,2018,"MARUI GROUP CO.,LIMITED ",-0.042
68,32,209.0,445.7999546896239,2,889.0,77,240.0,437.0365710630131,15,885.0,574,418.64977022698787,24.0,358.0,62,51.0,294.0,2018,ICA GRUPPEN AB,-0.0275
1,27,32.0,847.0,3,114.0,1,67.0,911.0,39,136.0,567,418.64977022698787,5.0,965.0,68,815.0,333.03157793395593,2018,SPORTS DIRECT INTERNATIONAL PLC,-0.0571
1,26,48.0,581.0,3,75.0,1,66.0,931.0,38,929.0,560,418.64977022698787,5.0,380.0,68,451.0,333.03157793395593,2018,B&M EUROPEAN VALUE RETAIL SA,-0.0416
1,24,34.0,299.0,2,940.0,1,64.0,691.0,38,502.0,535,418.64977022698787,2.0,839.0,67,701.0,333.03157793395593,2018,OCADO GROUP PLC,
1,10,71.0,446.0,2,516.0,1,46.0,426.0,34,211.0,458,418.64977022698787,6.0,688.0,2,4.0,128.0,2018,CLICKS GROUP LIMITED,-0.5083
96,31,871.0,445.7999546896239,2,837.0,1,23.0,615.0,28,261.0,518,418.64977022698787,18.0,688.0,49,684.0,333.03157793395593,2018,DIXONS CARPHONE PLC,-0.021400000000000002
4,97,10.0,445.7999546896239,474,400.9971119806223,1,297.0,437.0365710630131,980,280.59339193219273,107,418.64977022698787,7.0,620.0,60,24.0,974.0,2018,VIPSHOP HLDG LTD,-0.17859999999999998
52,98,265.0,445.7999546896239,1,340.0,66,643.0,437.0365710630131,15,360.0,245,418.64977022698787,51.0,353.0,4,6.0,246.0,2018,ZALANDO SE,-0.0507
50,72,136.0,445.7999546896239,1,157.0,67,302.0,437.0365710630131,15,756.0,211,418.64977022698787,1.0,271.0,27,706.0,333.03157793395593,2018,LEWIS GROUP LTD,-0.1967
48,67,634.0,445.7999546896239,1,304.0,63,391.0,437.0365710630131,14,645.0,238,418.64977022698787,5.0,613.0,25,750.0,333.03157793395593,2018,JD SPORTS FASHION PLC,-0.0127
44,5,393.0,445.7999546896239,1,249.0,59,358.0,437.0365710630131,13,643.0,231,418.64977022698787,4.0,267.0,23,987.0,333.03157793395593,2018,FNAC DARTY SA,-0.0134
43,15,372.0,445.7999546896239,1,278.0,57,205.0,437.0365710630131,13,60.0,240,418.64977022698787,3.0,453.0,22,959.0,333.03157793395593,2018,TIFFANY & CO,-0.005600000000000001
37,47,201.0,445.7999546896239,1,28.0,49,726.0,437.0365710630131,11,451.0,191,418.64977022698787,2.0,29.0,20,133.0,333.03157793395593,2018,GUESS? INC,-0.036699999999999997
34,11,316.0,445.7999546896239,834,400.9971119806223,44,986.0,437.0365710630131,10,485.0,152,418.64977022698787,1.0,596.0,18,437.0,333.03157793395593,2018,PETS AT HOME GROUP PLC,-0.0308
32,66,882.0,445.7999546896239,795,400.9971119806223,43,109.0,437.0365710630131,10,52.0,145,418.64977022698787,1.0,415.0,17,675.0,333.03157793395593,2018,AO WORLD PLC,
26,93,521.0,445.7999546896239,679,400.9971119806223,35,375.0,437.0365710630131,8,222.0,124,418.64977022698787,1.0,865.0,14,456.0,333.03157793395593,2018,DUNELM GROUP PLC,-0.0206
10,29,129.0,445.7999546896239,325,400.9971119806223,12,363.0,437.0365710630131,2,578.0,64,418.64977022698787,1.0,899.0,13,32.0,963.0,2018,HENGDELI HOLDINGS LIMITED,-0.1998
22,81,257.0,445.7999546896239,598,400.9971119806223,29,802.0,437.0365710630131,6,901.0,109,418.64977022698787,2.0,241.0,12,133.0,333.03157793395593,2018,WH SMITH PLC,-0.0124
19,71,379.0,445.7999546896239,559,400.9971119806223,24,626.0,437.0365710630131,5,388.0,108,418.64977022698787,2.0,285.0,2,81.0,835.0,2018,LIFESTYLE INTERNATIONAL HOLDINGS LTD,-0.0076
17,58,238.0,445.7999546896239,428,400.9971119806223,23,204.0,437.0365710630131,5,411.0,78,418.64977022698787,749.0,357.94894756277694,9,515.0,333.03157793395593,2018,CARD FACTORY PLC,-0.0169
11,23,906.0,445.7999546896239,394,400.9971119806223,12,934.0,437.0365710630131,2,546.0,79,418.64977022698787,2.0,888.0,6,14.0,89.0,2018,GIORDANO INTERNATIONAL LIMITED,-0.023700000000000002
16,75,16.0,445.7999546896239,582,400.9971119806223,19,347.0,437.0365710630131,3,827.0,117,418.64977022698787,4.0,203.0,6,724.0,333.03157793395593,2018,SA SA INTERNATIONAL HOLDINGS LIMITED,-0.0297
12,70,955.0,445.7999546896239,304,400.9971119806223,16,811.0,437.0365710630131,3,926.0,55,418.64977022698787,385.0,357.94894756277694,6,904.0,333.03157793395593,2018,TOPPS TILES PLC,-0.0694
9,80,362.0,445.7999546896239,277,400.9971119806223,12,667.0,437.0365710630131,2,910.0,51,418.64977022698787,1.0,548.0,5,116.0,333.03157793395593,2018,SUPERDRY PLC,-0.0089
9,44,864.0,445.7999546896239,272,400.9971119806223,12,173.0,437.0365710630131,2,791.0,50,418.64977022698787,1.0,637.0,4,907.0,333.03157793395593,2018,N BROWN GROUP PLC,-0.0084
1,26,748.0,445.7999546896239,123,400.9971119806223,716,174.27399557825723,437.0365710630131,10,280.59339193219273,26,418.64977022698787,1.0,734.0,4,42.0,985.0,2018,CLAS OHLSON AB,-0.011399999999999999
1,35,436.0,445.7999546896239,23,400.9971119806223,1,418.0,437.0365710630131,299,280.59339193219273,4,418.64977022698787,353.0,357.94894756277694,3,33.0,312.0,2018,HENGTEN NETWORKS GROUP LTD,-0.019799999999999998
2,97,735.0,445.7999546896239,108,400.9971119806223,3,934.0,437.0365710630131,875,280.59339193219273,21,418.64977022698787,469.0,357.94894756277694,1,537.0,333.03157793395593,2018,ETSY INC,-0.0040999999999999995
14,60,20.0,821.0,92,427.0,12,78.0,687.0,4,28.0,19,994.0,2.0,166.0,22,3.0,634.0,2018,WAL-MART DE MEXICO S.A.B. DE C.V.,0.059500000000000004
69,68,308.0,445.7999546896239,1,899.0,93,986.0,437.0365710630131,21,656.0,355,418.64977022698787,2.0,94.0,15,44.0,55.0,2018,DAH CHONG HONG HOLDINGS LTD,-1.3811000000000002
3,85,32.0,709.0,9,525.0,5,1.0,735.0,1,15.0,1,773.0,14.0,5.0,22,46.0,450.0,2018,SUPER GROUP LIMITED,-0.23929999999999998
59,48,821.0,445.7999546896239,2,174.0,70,359.0,437.0365710630131,15,382.0,410,418.64977022698787,17.0,278.0,27,30.0,333.03157793395593,2018,LOOKERS PLC,-0.0723
48,36,763.0,445.7999546896239,1,362.0,61,573.0,437.0365710630131,14,85.0,252,418.64977022698787,5.0,433.0,24,763.0,333.03157793395593,2018,CONNECT GROUP PLC,-0.1475
33,88,315.0,445.7999546896239,964,400.9971119806223,43,26.0,437.0365710630131,9,828.0,179,418.64977022698787,4.0,19.0,17,278.0,333.03157793395593,2018,HALFORDS GROUP PLC,-0.0345
4,50,93.0,460.0,25,918.0,9,345.0,437.0365710630131,15,336.0,3,876.0,6.0,64.0,27,250.0,333.03157793395593,2018,HUTCHISON PORT HOLDINGS TRUST,-1.4813
62,75,309.0,445.7999546896239,4,580.0,35,394.0,437.0365710630131,11,823.0,665,418.64977022698787,1.0,33.0,50,393.0,333.03157793395593,2018,SANTOS BRASIL PARTICIPACOES S.A.,-1.2933000000000001
3,91,45.0,21.0,9,76.0,5,13.0,91.0,1,19.0,1,74.0,8.0,69.0,12,30.0,88.0,2018,PHILLIPS 66 PARTNERS LP,-8.6189
32,78,64.0,834.0,75,16.0,43,60.0,88.0,10,22.0,13,655.0,581.0,357.94894756277694,20,40.0,587.0,2018,EURONAV NV,
9,5,53.0,181.0,31,728.0,11,2.0,516.0,2,50.0,5,188.0,72.0,324.0,7,28.0,784.0,2018,HOEGH LNG HOLDINGS LTD,-0.0861
4,10,96.0,638.0,11,821.0,5,59.0,405.0,1,28.0,2,221.0,383.0,357.94894756277694,2,26.0,205.0,2018,KONINKLIJKE VOPAK NV,-0.10400000000000001
2,3,66.0,302.0,4,519.0,2,63.0,951.0,61,277.0,829,418.64977022698787,6.0,471.0,13,55.0,848.0,2018,SINOPEC KANTONS HOLDINGS LIMITED,-0.32799999999999996
31,54,0.0,945.0,79,992.0,37,82.0,153.0,8,65.0,14,928.0,67.0,725.0,2,26.0,63.0,2018,EAST JAPAN RAILWAY COMPANY LIMITED,-0.0781
21,90,52.0,193.0,54,94.0,27,3.0,486.0,6,22.0,10,33.0,34.0,445.0,55,76.0,913.0,2018,WEST JAPAN RAILWAY CO,-0.1307
17,20,89.0,996.0,44,212.0,20,33.0,930.0,4,63.0,8,275.0,41.0,828.0,39,71.0,752.0,2018,CENTRAL JAPAN RAILWAY COMPANY,-0.0296
12,31,50.0,732.0,40,404.0,10,53.0,157.0,2,13.0,2,77.0,1.0,16.0,3,78.0,899.0,2018,RUMO SA,-0.2682
4,21,75.0,534.0,10,747.0,5,3.0,111.0,1,14.0,2,8.0,9.0,490.0,8,43.0,876.0,2018,KYUSHU RAILWAY CO,-0.07490000000000001
1,98,65.0,403.0,5,150.0,2,32.0,335.0,52,816.0,966,418.64977022698787,5.0,231.0,9,6.0,700.0,2018,NANKAI ELECTRIC RAILWAY CO LTD,-0.068
35,58,26.0,118.0,84,373.0,26,7.0,83.0,5,54.0,92,663.0,1.0,34.0,1,31.0,85.0,2018,OLAM INTERNATIONAL LIMITED,-3.3183999999999996
15,55,38.0,307.0,39,357.0,20,66.0,102.0,4,79.0,7,257.0,45.0,43.0,86,20.0,285.0,2018,SYSCO CORPORATION,-0.0716
1,26,81.0,540.0,3,213.0,1,69.0,920.0,39,400.0,595,418.64977022698787,13.0,453.0,21,68.0,570.0,2018,SINOPHARM GROUP CO LTD,-0.0067
92,41,788.0,445.7999546896239,2,466.0,1,14.0,910.0,25,332.0,470,418.64977022698787,27.0,130.0,44,532.0,333.03157793395593,2018,SPAR GROUP LIMITED,-0.1722
2,78,523.0,445.7999546896239,62,400.9971119806223,3,193.0,437.0365710630131,737,280.59339193219273,11,418.64977022698787,576.0,357.94894756277694,3,68.0,333.03157793395593,2018,ORIOLA OYJ,-0.0096
2,33,38.0,757.0,8,149.0,3,23.0,641.0,72,916.0,1,547.0,5.0,19.0,1,26.0,55.0,2017,THOMSON REUTERS CORP,-0.0144
66,80,661.0,445.7999546896239,1,702.0,87,92.0,437.0365710630131,20,292.0,299,418.64977022698787,3.0,814.0,2,35.0,27.0,2017,APPLUS SERVICES SA,-0.3119
1,71,65.0,28.0,4,95.0,2,28.0,540.0,53,321.0,749,418.64977022698787,3.0,614.0,54,34.0,244.0,2017,TELEPERFORMANCE SE,-0.046
2,8,21.0,389.0,4,873.0,2,76.0,753.0,64,787.0,884,418.64977022698787,3.0,597.0,1,13.0,923.0,2017,INTERTEK GROUP PLC,-0.0348
1,3,26.0,199.0,2,680.0,1,33.0,175.0,30,21.0,513,418.64977022698787,16.0,245.0,16,32.0,477.0,2017,ADECCO GROUP AG,-0.008
1,17,89.0,38.0,2,731.0,1,56.0,738.0,36,716.0,496,418.64977022698787,1.0,132.0,64,563.0,333.03157793395593,2017,SAGA PLC,-0.0449
99,38,290.0,445.7999546896239,2,568.0,1,31.0,739.0,30,629.0,459,418.64977022698787,9.0,555.0,8,19.0,107.0,2017,RELX PLC,-0.0043
89,53,259.0,445.7999546896239,1,627.0,98,272.0,437.0365710630131,22,11.0,302,418.64977022698787,70.0,277.0,38,702.0,333.03157793395593,2017,CHINA PACIFIC INSURANCE (GROUP) COMPANY LIMITED,-0.0024
77,74,106.0,445.7999546896239,2,727.0,96,818.0,437.0365710630131,20,698.0,535,418.64977022698787,31.0,497.0,6,55.0,861.0,2017,RANDSTAD NV,-0.0083
81,79,495.0,445.7999546896239,2,38.0,1,8.0,537.0,25,300.0,366,418.64977022698787,5.0,415.0,44,488.0,333.03157793395593,2017,CAPITA PLC,-0.0191
74,7,123.0,445.7999546896239,1,807.0,97,31.0,437.0365710630131,22,321.0,338,418.64977022698787,5.0,782.0,6,1.0,522.0,2017,DKSH HOLDING AG,-0.031
47,75,789.0,445.7999546896239,1,615.0,65,977.0,437.0365710630131,14,918.0,306,418.64977022698787,96.0,568.0,23,54.0,115.0,2017,STANTEC INCORPORATED,-0.039900000000000005
68,15,525.0,445.7999546896239,2,189.0,82,412.0,437.0365710630131,16,944.0,447,418.64977022698787,32.0,144.0,29,781.0,333.03157793395593,2017,ZURICH INSURANCE GROUP LIMITED,-0.0012
51,0,476.0,445.7999546896239,1,211.0,60,30.0,437.0365710630131,13,664.0,224,418.64977022698787,4.0,194.0,24,24.0,333.03157793395593,2017,VIENNA INSURANCE GROUP,-0.0059
44,77,38.0,445.7999546896239,1,122.0,59,397.0,437.0365710630131,13,839.0,201,418.64977022698787,3.0,196.0,24,335.0,333.03157793395593,2017,EXPERIAN PLC,-0.0042
42,94,99.0,445.7999546896239,1,367.0,56,574.0,437.0365710630131,12,748.0,259,418.64977022698787,4.0,902.0,22,409.0,333.03157793395593,2017,S&P GLOBAL INC,-0.0017000000000000001
33,8,41.0,445.7999546896239,937,400.9971119806223,42,746.0,437.0365710630131,9,642.0,178,418.64977022698787,5.0,985.0,2,79.0,997.0,2017,WOLTERS KLUWER NV,-0.0037
25,52,978.0,445.7999546896239,662,400.9971119806223,33,838.0,437.0365710630131,7,865.0,118,418.64977022698787,2.0,540.0,13,829.0,333.03157793395593,2017,LONDON STOCK EXCHANGE GROUP PLC,-0.0032
20,33,767.0,445.7999546896239,518,400.9971119806223,26,465.0,437.0365710630131,6,138.0,92,418.64977022698787,2.0,125.0,10,793.0,333.03157793395593,2017,HONG KONG EXCHANGES AND CLEARING LIMITED,-0.0022
20,18,723.0,445.7999546896239,476,400.9971119806223,26,827.0,437.0365710630131,6,277.0,86,418.64977022698787,457.0,357.94894756277694,11,38.0,333.03157793395593,2017,RICARDO PLC,-0.042
17,47,827.0,445.7999546896239,493,400.9971119806223,22,26.0,437.0365710630131,4,812.0,97,418.64977022698787,4.0,763.0,8,459.0,333.03157793395593,2017,BALOISE HOLDING AG,-0.0034000000000000002
15,66,254.0,445.7999546896239,388,400.9971119806223,20,677.0,437.0365710630131,4,793.0,70,418.64977022698787,1.0,616.0,8,427.0,333.03157793395593,2017,ASX LIMITED,-0.0033
11,40,970.0,445.7999546896239,286,400.9971119806223,10,843.0,437.0365710630131,2,315.0,54,418.64977022698787,2.0,328.0,4,68.0,333.03157793395593,2017,UNIQA INSURANCE GROUP AG,-0.0039000000000000003
9,61,237.0,445.7999546896239,320,400.9971119806223,11,481.0,437.0365710630131,2,315.0,66,418.64977022698787,5.0,90.0,4,69.0,333.03157793395593,2017,HELVETIA HOLDING AG,-0.0016
9,55,963.0,445.7999546896239,216,400.9971119806223,12,583.0,437.0365710630131,2,932.0,39,418.64977022698787,1.0,44.0,5,155.0,333.03157793395593,2017,JSE LIMITED,
8,31,728.0,445.7999546896239,195,400.9971119806223,10,800.0,437.0365710630131,2,519.0,35,418.64977022698787,184.0,357.94894756277694,4,430.0,333.03157793395593,2017,BURSA MALAYSIA BHD,-0.0127
6,58,4.0,445.7999546896239,205,400.9971119806223,8,670.0,437.0365710630131,1,985.0,36,418.64977022698787,1.0,782.0,3,489.0,333.03157793395593,2017,PAGEGROUP PLC,-0.0042
2,63,454.0,445.7999546896239,96,400.9971119806223,3,147.0,437.0365710630131,712,280.59339193219273,15,418.64977022698787,773.0,357.94894756277694,1,758.0,333.03157793395593,2017,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,-0.0011
2,19,39.0,445.7999546896239,67,400.9971119806223,2,829.0,437.0365710630131,633,280.59339193219273,12,418.64977022698787,890.0,357.94894756277694,1,113.0,333.03157793395593,2017,MCMILLAN SHAKESPEARE LTD,-0.0021
48,633,194.57828012830305,445.7999546896239,32,400.9971119806223,1,908.0,437.0365710630131,449,280.59339193219273,6,418.64977022698787,817.0,357.94894756277694,790,138.1526565610167,333.03157793395593,2017,B3 SA BRASIL BOLSA BALCAO,0.0001
2,18,45.0,93.0,8,7.0,2,77.0,16.0,64,34.0,1,18.0,13.0,21.0,1,3.0,16.0,2017,SEMBCORP INDUSTRIES LIMITED,-8.2625
53,34,15.0,468.0,1,31.0,71,10.0,148.0,16,60.0,23,704.0,643.0,357.94894756277694,1,57.0,90.0,2017,MYTILINEOS HOLDINGS S.A.,-8.507200000000001
1,74,37.0,33.0,3,24.0,1,70.0,58.0,39,82.0,55,240.0,37.0,64.0,14,79.0,97.0,2017,HACI OMER SABANCI HOLDING A.S.,
1,48,86.0,74.0,2,83.0,1,51.0,16.0,35,31.0,48,724.0,28.0,74.0,21,17.0,50.0,2017,ENKA INSAAT VE SANAYI A.S.,-2.9526
65,70,29.0,186.0,1,50.0,88,2.0,555.0,20,22.0,27,463.0,32.0,157.0,15,33.0,30.0,2017,3M COMPANY,-0.1137
47,63,38.0,633.0,1,10.0,63,22.0,511.0,14,82.0,19,909.0,3.0,246.0,31,73.0,3.0,2017,ALFA SAB DE CV,-0.8576999999999999
42,1,36.0,904.0,1,1.0,54,51.0,25.0,12,66.0,18,687.0,1.0,22.0,8,43.0,16.0,2017,GENERAL ELECTRIC COMPANY,
39,36,82.0,884.0,82,890.0,45,75.0,352.0,10,69.0,14,780.0,16.0,21.0,1,97.0,1.0,2017,SIME DARBY BERHAD,-3.4893
29,77,16.0,776.0,87,990.0,39,61.0,261.0,9,17.0,15,228.0,1.0,5.0,1,65.0,37.0,2017,TOSHIBA CORPORATION,-0.125
29,93,90.0,34.0,65,662.0,37,22.0,291.0,8,71.0,11,830.0,6.0,37.0,42,97.0,391.0,2017,ABOITIZ EQUITY VENTURES INC.,-0.4219
28,74,60.0,645.0,67,655.0,37,77.0,149.0,8,81.0,12,368.0,41.0,174.0,15,50.0,458.0,2017,HONEYWELL INTERNATIONAL INCORPORATED,-0.0429
20,46,9.0,451.0,52,102.0,26,93.0,460.0,6,21.0,9,439.0,3.0,46.0,3,13.0,81.0,2017,FAR EASTERN NEW CENTURY CORPORATION,-0.4621
9,95,41.0,504.0,21,658.0,12,58.0,368.0,2,90.0,3,936.0,2.0,84.0,12,53.0,26.0,2017,REMGRO LIMITED,-3.673
18,87,31.0,421.0,46,204.0,24,18.0,689.0,5,54.0,7,878.0,6.0,31.0,1,72.0,8.0,2017,SIEMENS AG,-0.0223
8,40,6.0,976.0,23,589.0,11,20.0,633.0,2,58.0,4,24.0,3.0,431.0,11,73.0,30.0,2017,EURAZEO SE,-2.6144
17,74,74.0,84.0,36,430.0,19,75.0,840.0,4,61.0,6,452.0,9.0,44.0,34,35.0,441.0,2017,KEPPEL CORPORATION LIMITED,-0.3396
9,44,49.0,636.0,20,807.0,12,9.0,199.0,2,80.0,3,782.0,2.0,3.0,4,92.0,498.0,2017,KAP INDUSTRIAL HOLDINGS LTD,-0.5678
8,58,73.0,963.0,21,954.0,11,42.0,240.0,2,66.0,3,879.0,11.0,451.0,1,7.0,792.0,2017,NISSHINBO HOLDINGS INCORPORATED,-2.4391
4,46,74.0,564.0,9,941.0,5,68.0,686.0,1,33.0,1,798.0,62.0,545.0,27,57.0,141.0,2017,AITKEN SPENCE & CO. LTD.,-1.3183
4,69,41.0,186.0,11,415.0,6,22.0,430.0,1,43.0,2,56.0,44.0,855.0,2,52.0,911.0,2017,RHEINMETALL AG,-0.136
2,26,63.0,546.0,8,944.0,2,77.0,588.0,60,383.0,1,480.0,2.0,73.0,38,56.0,336.0,2017,SAMSUNG C&T CORP,-0.0341
2,58,60.0,181.0,5,930.0,3,43.0,908.0,80,619.0,1,79.0,250.0,357.94894756277694,1,41.0,763.0,2017,GRUPO KUO SAB DE CV,-0.1934
2,28,33.0,392.0,5,107.0,2,87.0,836.0,65,929.0,941,418.64977022698787,1.0,64.0,13,25.0,697.0,2017,DOOSAN CORP,-0.022400000000000003
1,57,8.0,962.0,3,36.0,1,75.0,955.0,38,857.0,549,418.64977022698787,1.0,43.0,20,63.0,864.0,2017,ALLIED ELECTRONICS CORPORATION LIMITED,-0.30829999999999996
78,89,417.0,445.7999546896239,1,981.0,1,5.0,168.0,24,378.0,355,418.64977022698787,4.0,614.0,3,4.0,424.0,2017,SMITHS GROUP PLC,-0.0109
4,7,51.0,78.0,9,2.0,5,12.0,88.0,1,19.0,1,69.0,19.0,74.0,2,9.0,71.0,2017,DELTA AIR LINES INC,-0.6531
3,85,15.0,13.0,9,13.0,4,96.0,78.0,1,11.0,1,72.0,18.0,6.0,3,74.0,31.0,2017,UNITED CONTINENTAL HOLDINGS INCORPORATED,-1.0756999999999999
3,19,24.0,41.0,8,0.0,3,98.0,95.0,92,72.0,1,40.0,12.0,78.0,1,82.0,13.0,2017,AIR FRANCE KLM SA,-3.1842
2,45,55.0,54.0,5,39.0,3,16.0,2.0,71,90.0,1,1.0,10.0,13.0,1,26.0,44.0,2017,SOUTHWEST AIRLINES CO.,-0.7137
1,77,66.0,2.0,11,43.0,2,70.0,75.0,54,33.0,2,31.0,1.0,1.0,95,63.0,215.0,2017,DEUTSCHE LUFTHANSA AG,-0.6596
1,7,41.0,637.0,4,942.0,1,3.0,970.0,33,9.0,1,129.0,0.0,357.94894756277694,1,68.0,17.0,2017,GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV,-5.2725
1,3,89.0,36.0,6,86.0,1,62.0,16.0,33,3.0,1,38.0,68.0,357.94894756277694,23,44.0,37.0,2017,CATHAY PACIFIC AIRWAYS LTD,
1,21,51.0,97.0,3,13.0,1,61.0,63.0,37,11.0,58,681.0,72.0,676.0,65,26.0,677.0,2017,ANA HOLDINGS INC,-0.961
87,69,51.0,556.0,2,9.0,1,13.0,43.0,25,61.0,39,414.0,3.0,79.0,50,66.0,917.0,2017,ALASKA AIR GROUP INCORPORATED,-0.6476999999999999
80,37,23.0,258.0,5,40.0,1,19.0,7.0,23,61.0,1,7.0,3.0,61.0,65,13.0,562.0,2017,KOREAN AIR LINES COMPANY LIMITED,-0.9359999999999999
74,11,6.0,551.0,1,71.0,97,18.0,915.0,22,20.0,32,328.0,68.0,943.0,43,6.0,459.0,2017,EVA AIRWAYS CORP,-2.5925
39,12,45.0,685.0,90,606.0,49,47.0,1.0,11,36.0,73,143.0,2.0,12.0,19,97.0,584.0,2017,GOL LINHAS AEREAS INTELIGENTES S.A.,-1.3291
33,66,17.0,318.0,1,68.0,49,72.0,898.0,10,63.0,33,484.0,86.52003377341111,357.94894756277694,19,84.0,39.0,2017,SAS AB,-1.1694
12,7,92.0,469.0,42,489.0,16,84.0,636.0,3,77.0,8,194.0,0.0,357.94894756277694,7,97.0,257.0,2017,CONTROLADORA VUELA COMPANIA DE AVIACION SA DE CV,
3,38,17.0,915.0,10,504.0,4,40.0,807.0,90,980.0,2,137.0,21.0,357.94894756277694,1,53.0,43.0,2017,KERRY LOGISTICS NETWORK LTD,-0.19399999999999998
3,37,22.0,367.0,7,737.0,4,41.0,815.0,99,787.0,1,496.0,8.0,357.94894756277694,1,5.0,36.0,2017,BEIJING CAPITAL INTERNATIONAL AIRPORT COMPANY LTD,-0.08220000000000001
2,1,20.0,492.0,5,204.0,2,63.0,478.0,61,929.0,856,418.64977022698787,86.52003377341111,357.94894756277694,1,8.0,906.0,2017,SINOTRANS LTD,-0.0629
1,31,42.0,78.0,13,8.0,1,23.0,30.0,51,59.0,2,79.0,28.0,87.0,90,98.0,964.0,2017,FEDEX CORPORATION,0.2641
3,20,20.0,45.0,7,35.0,4,27.0,64.0,99,32.0,1,34.0,4.0,40.0,93,70.0,54.0,2017,"AIR PRODUCTS AND CHEMICALS,INC. ",-2.5247
78,48,74.0,663.0,2,73.0,1,12.0,95.0,19,56.0,41,550.0,33.0,59.0,3,24.0,28.0,2017,DUPONT DE NEMOURS INC,-0.821
2,88,75.0,16.0,6,95.0,3,81.0,42.0,89,27.0,1,23.0,10.0,16.0,10,16.0,81.0,2017,AIR LIQUIDE,-0.8051
2,40,15.0,41.0,5,55.0,3,19.0,23.0,74,72.0,1,1.0,2.0,38.0,21,74.0,42.0,2017,LINDE PLC,-1.0641
1,57,22.0,8.0,5,2.0,1,93.0,67.0,44,49.0,75,244.0,83.0,41.0,46,90.0,28.0,2017,WANHUA CHEMICAL GROUP CO LTD,-0.7933
52,58,18.0,684.0,1,28.0,73,18.0,346.0,15,14.0,23,87.0,9.0,81.0,52,90.0,52.0,2017,KIMBERLY-CLARK CORPORATION,-0.32280000000000003
85,12,68.0,136.0,1,65.0,1,19.0,12.0,22,83.0,31,262.0,57.0,11.0,2,68.0,64.0,2017,COVESTRO AG,-0.281
50,69,46.0,752.0,2,13.0,76,34.0,972.0,10,69.0,30,348.0,34.0,97.0,36,71.0,2.0,2017,PROCTER & GAMBLE CO,-0.0603
60,95,69.0,274.0,1,86.0,83,97.0,691.0,18,76.0,34,892.0,3.0,55.0,3,30.0,26.0,2017,TOKUYAMA CORPORATION,-1.8522
56,3,46.0,600.0,1,29.0,72,26.0,731.0,16,87.0,23,595.0,14.0,70.0,1,80.0,54.0,2017,SHIN-ETSU CHEMICAL CO LIMITED,-0.278
42,69,96.0,519.0,1,7.0,57,65.0,952.0,12,60.0,18,663.0,6.0,91.0,1,42.0,42.0,2017,TAIYO NIPPON SANSO CORPORATION,-1.025
37,88,52.0,514.0,1,7.0,48,8.0,207.0,10,98.0,17,116.0,13.0,48.0,5,72.0,8.0,2017,AKZO NOBEL N.V.,-0.4274
30,61,34.0,900.0,1,2.0,36,91.0,0.0,8,54.0,14,669.0,19.0,89.0,10,53.0,65.0,2017,WACKER CHEMIE AG,-0.9854999999999999
10,85,85.0,787.0,29,713.0,14,88.0,889.0,3,12.0,4,983.0,1.0,75.0,21,10.0,86.0,2017,ASHLAND GLOBAL HOLDINGS INC,-1.2815
17,53,77.0,596.0,31,390.0,18,94.0,688.0,4,13.0,5,726.0,36.0,2.0,9,85.0,30.0,2017,HENGAN INTERNATIONAL GROUP COMPANY LTD,-0.3823
30,98,26.0,860.0,81,913.0,40,83.0,963.0,9,35.0,14,7.0,3.0,30.0,5,27.0,11.0,2017,CELANESE CORPORATION,-0.2695
10,55,7.0,492.0,21,412.0,13,80.0,378.0,2,80.0,4,33.0,6.0,44.0,11,54.0,24.0,2017,KIMBERLY-CLARK DE MEXICO S.A.B. DE C.V.,-0.6255
19,37,98.0,512.0,44,219.0,26,97.0,924.0,5,30.0,7,927.0,7.0,97.0,1,91.0,57.0,2017,AIR WATER INCORPORATED,-0.5913
